6.821109621056593575e+00,5.670318876117201867e-01,2.416390936741131554e+02,8.477702615318656321e-01,1.343908401478229042e-01,2.934164173146066368e+00,7.417854398557092999e-02,6.208416406346535217e-04,6.490917705339721566e-01
3.440110829305645268e+00,5.250319328507641048e-01,3.260269672806438166e+02,1.112544707349912398e+00,2.654889121429068743e-01,6.677052550745186998e+00,5.994859946465517370e-02,2.887430866734711204e-03,6.698086589706612193e-01
7.580512011179553866e+00,8.900585652694541494e-01,1.683202840538316138e+02,3.561777778562106089e+00,1.408225565795094558e-01,1.295556765135774668e-01,3.710852719095165952e-02,8.509901684868629093e-03,6.528840508551195798e-01
3.055537211313023249e+00,9.395763758182529291e-01,1.474708202104074530e+02,3.743666696001046734e+00,1.154973137586022686e-01,1.826391458621127173e+00,7.085274815141570648e-02,5.607386468950231739e-03,6.689551200641224993e-01
2.959461906977228551e+00,3.439078992244775090e-01,6.201130743778661554e+02,6.240328643501693584e-01,1.690178219248811009e-01,3.893967635421013984e+00,5.467667534725343531e-02,5.355765853264885142e-03,6.258296186266096850e-01
7.213263103039854407e+00,9.786430788568170058e-01,1.180391367026832654e+02,2.377412693807533284e+00,2.752297504257305572e-01,4.600719300814729351e+00,9.081126724534585581e-02,1.489711256982679827e-03,6.439922365506722812e-01
7.401112136056043234e+00,9.600546762030357506e-01,3.360367184258498128e+02,1.770048461050707900e+00,1.524133045712316725e-01,5.891587499197714628e-01,7.094827523486989251e-02,9.934333888859730663e-03,6.855931855675421183e-01
3.870985476042657858e+00,7.780569473087206589e-01,2.812433826630594922e+02,2.421775036217651333e+00,2.054120120972427743e-01,2.103595072635227936e+00,6.059739115547846389e-02,3.379672700598067639e-03,6.715916968585686764e-01
4.411791502508184415e+00,6.245844721245623621e-01,1.205601915889329803e+02,2.059986905571530524e+00,2.371666797963425111e-01,7.224102770974605292e-01,9.096801921198030549e-02,1.085767224112652984e-03,6.303350970800476460e-01
6.641296624329670273e+00,9.939777268685585643e-01,1.626645676868347437e+02,1.849383333503533677e+00,7.644062603505451248e-02,1.064472141983342501e+00,6.376121395430368877e-02,4.285574081713882516e-03,6.958593104618049363e-01
7.872596694921720761e+00,9.527565040488352732e-01,3.358046357167526708e+02,2.060843203795157841e+00,1.639400644507092719e-01,3.268409444220875315e+00,9.617750258449983547e-02,8.801163003681675492e-03,6.555452153561224238e-01
4.327688901371951502e+00,3.171970214959265455e-01,1.106606647578570630e+02,6.458508668947211540e-01,1.201742833618746203e-01,2.524721073014774220e+00,4.950888575737148051e-02,3.354553997172009597e-03,7.373981591704303895e-01
4.253311122160835289e+00,8.679474139747280770e-01,1.343866211241410156e+02,1.695423413017961511e+00,8.663295717511283744e-02,2.563330525986085018e+00,8.320694604952721951e-02,3.472042784494809662e-03,7.241149529964867604e-01
6.267091460107486967e+00,2.073488105866125863e-01,3.615855706291021647e+02,7.473064992609732560e-01,4.164866203047398047e-03,8.577364839601846924e+00,4.243947600759196553e-02,6.079866500855569435e-03,6.082461595573402935e-01
5.751159696365260032e-02,6.938145883030071293e-01,5.041921635726932323e+02,1.727608766481911307e+00,7.039990882768165648e-02,3.526208614428055554e+00,9.510462334181590816e-02,8.885380357697784601e-03,6.826427782872335204e-01
3.141547963155133516e-03,8.589965917115982563e-01,2.122865716533964360e+02,1.606201407226009126e+00,1.959161929571758554e-01,8.613289599302071053e+00,8.852876048284688548e-02,7.576835593477225343e-03,6.197132279051624781e-01
3.663757590736168801e+00,9.451036057766220022e-01,1.877227296870800899e+02,3.151897254360466860e+00,1.277175205279449111e-01,2.572872907393479736e+00,6.505185061649566836e-02,2.774237286170421271e-03,6.585985077135463328e-01
6.239734516624721117e+00,5.510158003773519830e-01,8.528900500833115927e+01,1.665851964317924150e+00,2.959784826238640587e-01,2.373453167473446257e+00,4.482889159244382582e-02,9.936846240077843936e-03,8.064568415572758164e-01
3.704810397085777751e+00,9.060025227039723017e-01,7.882019866219158644e+01,1.935675334217207055e+00,7.542956764619770937e-02,4.715941750961649692e-01,3.057683234234607333e-02,3.133033130304046111e-03,7.011771794298757854e-01
3.255804213485902210e+00,3.163913280554335739e-01,3.697154793497264222e+02,7.925841462605269783e-01,1.601728857311494978e-03,6.526630397766109759e+00,9.054839043650679542e-02,2.125321787379832236e-03,6.778681191068566259e-01
2.638532531555556560e+00,6.880705786354148756e-01,3.636344918341438870e+02,1.472791804092211887e+00,9.041133364556133700e-02,2.477709824772865943e+00,5.295773095047426327e-02,3.920169122608824393e-03,6.980237029772005108e-01
6.228932666274387131e-01,6.200349204622690458e-01,2.672505732991328387e+02,2.035208972228297775e+00,1.070604672289311582e-01,1.213348481793756761e+00,3.506884241685010589e-02,7.017674996247315333e-03,7.381654078316606249e-01
5.016164760567164649e+00,8.193849738594767285e-01,1.647463449214425850e+02,1.588058362798375978e+00,2.548759374991738103e-01,4.114486503518288707e-01,6.382689316290338088e-02,2.621902051374551922e-03,7.482739210068980462e-01
3.915842588582036043e+00,6.437043083287177225e-01,1.027716094122474715e+02,1.059311197957592210e+00,1.329113519280669398e-01,3.617403832994132706e+00,9.773293415843434251e-02,5.567013905897961676e-03,6.697635752608188664e-01
4.480730191300885679e+00,4.413839595117818870e-01,2.151130967326491827e+02,1.754059916295927390e+00,2.481308971556368537e-01,6.765757296357255868e+00,4.614435608411885520e-02,7.131913059602178369e-03,6.746029875466594827e-01
3.805388200548604161e+00,9.630628982739684041e-01,2.305698871863818056e+02,2.918676846416219384e+00,2.495386160307867529e-01,2.686096332491073824e+00,4.891163503274391366e-02,7.547276733023804314e-03,6.998999400733670884e-01
7.463813306284144744e+00,8.717436349685534491e-01,1.709461127728550878e+02,1.821424463087559342e+00,1.558000513861753089e-01,2.466446904688013309e-01,9.287396797077583643e-02,3.970810950618909076e-03,6.799292119153530489e-01
2.680817972556279294e+00,5.935437704051136354e-01,4.451908358290709202e+02,1.366294098251699785e+00,2.624308372331837780e-01,4.892885619766999206e+00,6.843389203635331930e-02,1.531783395026169647e-03,6.169955378823174241e-01
2.476151942325845567e+00,2.210760885388310948e-01,4.553703097746960111e+02,7.125111918135023092e-01,2.936706664362899732e-01,7.228631475368247017e+00,7.393392596868465783e-02,7.755280320915324509e-03,7.356730397374080521e-01
7.759154736547091424e+00,9.079964725258951042e-01,6.338413519081697700e+01,1.441017669684357072e+00,1.194772740360222629e-02,1.142287493222279293e+00,3.155692243526839191e-02,4.794749103028753991e-03,6.366173836466326730e-01
